262	16049	
263	16045	
264	16051	
265	16048	
266	16044	
267	16050	
268	16057	
269	16052	
270	16043	
271	16051	
272	16058	
273	16054	
274	16051	
275	16048	
276	16047	
277	16053	
278	16053	
279	16049	
280	16068	
281	16044	
282	16049	
283	16059	
284	16061	
285	16058	
286	16065	
287	16056	
288	16056	
289	16060	
290	16064	
291	16068	
292	16062	
293	16073	
294	16059	
295	16069	
296	16059	
297	16064	
298	16067	
299	16067	
300	16054	
301	16064	
302	16070	
303	16064	
304	16070	
305	16066	
306	16065	
307	16071	
308	16065	
309	16073	
310	16068	
311	16075	
312	16066	
313	16070	
314	16075	
315	16071	
316	16071	
317	16078	
318	16082	
319	16066	
320	16072	
321	16077	
322	16074	
323	16063	
324	16076	
325	16079	
326	16073	
327	16074	
328	16067	
329	16077	
330	16075	
331	16077	
332	16071	
333	16076	
334	16075	
335	16076	
336	16087	
337	16073	
338	16076	
339	16075	
340	16070	
341	16074	
342	16085	
343	16074	
344	16074	
345	16078	
346	16076	
347	16085	
348	16079	
349	16081	
350	16077	
351	16085	
352	16075	
353	16075	
354	16082	
355	16074	
356	16081	
357	16080	
358	16082	
359	16078	
360	16076	
361	16078	
362	16083	
363	16085	
364	16077	
365	16074	
366	16077	
367	16087	
368	16085	
369	16080	
370	16079	
371	16087	
372	16076	
373	16086	
374	16093	
375	16082	
376	16085	
377	16094	
378	16084	
379	16089	
380	16080	
381	16078	
382	16084	
383	16082	
384	16079	
385	16089	
386	16080	
387	16077	
388	16093	
389	16089	
390	16089	
391	16085	
392	16081	
393	16080	
394	16079	
395	16089	
396	16086	
397	16088	
398	16084	
399	16091	
400	16088	
401	16082	
402	16086	
403	16084	
404	16083	
405	16083	
406	16095	
407	16090	
408	16078	
409	16085	
410	16086	
411	16086	
412	16087	
413	16075	
414	16091	
415	16081	
416	16094	
417	16081	
418	16085	
419	16081	
420	16080	
421	16085	
422	16084	
423	16080	
424	16078	
425	16081	
426	16083	
427	16081	
428	16096	
429	16086	
430	16086	
431	16084	
432	16083	
433	16088	
434	16086	
435	16087	
436	16086	
437	16079	
438	16084	
439	16083	
440	16080	
441	16088	
442	16088	
443	16072	
444	16087	
445	16088	
446	16079	
447	16078	
448	16076	
449	16089	
450	16082	
451	16094	
452	16090	
453	16079	
454	16079	
455	16099	
456	16083	
457	16080	
458	16082	
459	16084	
460	16083	
461	16084	
462	16096	
463	16096	
464	16092	
465	16082	
466	16093	
467	16087	
468	16087	
469	16080	
470	16087	
471	16075	
472	16081	
473	16086	
474	16081	
475	16082	
476	16076	
477	16087	
478	16086	
479	16082	
480	16090	
481	16084	
482	16079	
483	16083	
484	16091	
485	16080	
486	16081	
487	16081	
488	16085	
489	16077	
490	16086	
491	16084	
492	16087	
493	16074	
494	16083	
495	16076	
496	16078	
497	16069	
498	16081	
499	16082	
500	16081	
501	16081	
502	16076	
503	16075	
504	16075	
505	16079	
506	16080	
507	16073	
508	16079	
509	16070	
510	16084	
511	16075	
512	16079	
513	16074	
514	16081	
515	16082	
516	16078	
517	16080	
518	16073	
519	16069	
520	
521	
